doi,author1,author2
http://dx.doi.org/10.1007/978-3-030-06234-7_27,https://dblp.org/pid/62/4228,https://dblp.org/pid/195/4054
https://doi.org/10.1007/978-3-030-06234-7_27,https://dblp.org/pid/62/4228,https://dblp.org/pid/195/4054
http://dx.doi.org/10.1007/978-3-319-97556-6_2,https://dblp.org/pid/29/6738,https://dblp.org/pid/255/0822
https://doi.org/10.1007/978-3-319-97556-6_2,https://dblp.org/pid/29/6738,https://dblp.org/pid/255/0822
http://dx.doi.org/10.1007/978-3-319-97556-6_2,https://dblp.org/pid/95/6918,https://dblp.org/pid/255/0822
https://doi.org/10.1007/978-3-319-97556-6_2,https://dblp.org/pid/95/6918,https://dblp.org/pid/255/0822
http://dx.doi.org/10.1007/978-3-319-97556-6_2,https://dblp.org/pid/t/VicencTorra,https://dblp.org/pid/255/0822
https://doi.org/10.1007/978-3-319-97556-6_2,https://dblp.org/pid/t/VicencTorra,https://dblp.org/pid/255/0822
http://dx.doi.org/10.1007/978-3-319-97556-6_2,https://dblp.org/pid/95/6918,https://dblp.org/pid/29/6738
https://doi.org/10.1007/978-3-319-97556-6_2,https://dblp.org/pid/95/6918,https://dblp.org/pid/29/6738
http://dx.doi.org/10.1007/978-3-319-97556-6_2,https://dblp.org/pid/t/VicencTorra,https://dblp.org/pid/29/6738
https://doi.org/10.1007/978-3-319-97556-6_2,https://dblp.org/pid/t/VicencTorra,https://dblp.org/pid/29/6738
http://dx.doi.org/10.1007/978-3-319-97556-6_2,https://dblp.org/pid/t/VicencTorra,https://dblp.org/pid/95/6918
https://doi.org/10.1007/978-3-319-97556-6_2,https://dblp.org/pid/t/VicencTorra,https://dblp.org/pid/95/6918
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/120/6657,https://dblp.org/pid/119/7827
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/120/6657,https://dblp.org/pid/119/7827
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/134/8668,https://dblp.org/pid/119/7827
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/134/8668,https://dblp.org/pid/119/7827
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/150/5546,https://dblp.org/pid/119/7827
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/150/5546,https://dblp.org/pid/119/7827
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/254/5721,https://dblp.org/pid/119/7827
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/254/5721,https://dblp.org/pid/119/7827
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/35/2574,https://dblp.org/pid/119/7827
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/35/2574,https://dblp.org/pid/119/7827
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/75/4085,https://dblp.org/pid/119/7827
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/75/4085,https://dblp.org/pid/119/7827
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/82/5581,https://dblp.org/pid/119/7827
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/82/5581,https://dblp.org/pid/119/7827
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/90/1472,https://dblp.org/pid/119/7827
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/90/1472,https://dblp.org/pid/119/7827
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/134/8668,https://dblp.org/pid/120/6657
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/134/8668,https://dblp.org/pid/120/6657
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/150/5546,https://dblp.org/pid/120/6657
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/150/5546,https://dblp.org/pid/120/6657
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/254/5721,https://dblp.org/pid/120/6657
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/254/5721,https://dblp.org/pid/120/6657
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/35/2574,https://dblp.org/pid/120/6657
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/35/2574,https://dblp.org/pid/120/6657
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/75/4085,https://dblp.org/pid/120/6657
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/75/4085,https://dblp.org/pid/120/6657
http://dx.doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/82/5581,https://dblp.org/pid/120/6657
https://doi.org/10.1109/5gwf.2019.8911693,https://dblp.org/pid/82/5581,https://dblp.org/pid/120/6657
