doi,author1,name1,aff1,author2,name2,aff2
http://dx.doi.org/10.1007/978-3-030-33432-1_3,https://dblp.org/pid/o/UnaMayOReilly,Una-May O'Reilly,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, USA",https://dblp.org/pid/173/6515-3,Linda Zhang 0003,"MIT CSAIL, Cambridge, MA, USA"
https://doi.org/10.1007/978-3-030-33432-1_3,https://dblp.org/pid/o/UnaMayOReilly,Una-May O'Reilly,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, USA",https://dblp.org/pid/173/6515-3,Linda Zhang 0003,"MIT CSAIL, Cambridge, MA, USA"
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/m/ConstandinosXMavromoustakis,Constandinos X. Mavromoustakis,"University of Nicosia, Nicosia, Cyprus",https://dblp.org/pid/97/2016,George Mastorakis,"Technological Educational Institute of Crete, Heraklion, Greece"
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/m/ConstandinosXMavromoustakis,Constandinos X. Mavromoustakis,"University of Nicosia, Nicosia, Cyprus",https://dblp.org/pid/97/2016,George Mastorakis,"Technological Educational Institute of Crete, Heraklion, Greece"
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,Biplab Sikdar 0001,"National University of Singapore, Department of Electrical and Computer Engineering",https://dblp.org/pid/97/2016,George Mastorakis,"Technological Educational Institute of Crete, Heraklion, Greece"
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,Biplab Sikdar 0001,"National University of Singapore, Department of Electrical and Computer Engineering",https://dblp.org/pid/97/2016,George Mastorakis,"Technological Educational Institute of Crete, Heraklion, Greece"
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,Biplab Sikdar 0001,"National University of Singapore, Department of Electrical and Computer Engineering",https://dblp.org/pid/m/ConstandinosXMavromoustakis,Constandinos X. Mavromoustakis,"University of Nicosia, Nicosia, Cyprus"
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,Biplab Sikdar 0001,"National University of Singapore, Department of Electrical and Computer Engineering",https://dblp.org/pid/m/ConstandinosXMavromoustakis,Constandinos X. Mavromoustakis,"University of Nicosia, Nicosia, Cyprus"
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/76/440,Dusit Niyato,"Nanyang Technological University, Singapore",https://dblp.org/pid/36/4847,Victor C. M. Leung,"Shenzhen University, Shenzhen, China"
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/76/440,Dusit Niyato,"Nanyang Technological University, Singapore",https://dblp.org/pid/36/4847,Victor C. M. Leung,"Shenzhen University, Shenzhen, China"
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/76/440,Dusit Niyato,"Nanyang Technological University, Singapore",https://dblp.org/pid/58/6576-1,Xiaofei Wang 0001,"Tianjin University, Tianjin Key Laboratory of Advanced Networking, China"
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/76/440,Dusit Niyato,"Nanyang Technological University, Singapore",https://dblp.org/pid/58/6576-1,Xiaofei Wang 0001,"Tianjin University, Tianjin Key Laboratory of Advanced Networking, China"
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/58/6576-1,Xiaofei Wang 0001,"Tianjin University, Tianjin Key Laboratory of Advanced Networking, China",https://dblp.org/pid/36/4847,Victor C. M. Leung,"Shenzhen University, Shenzhen, China"
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/58/6576-1,Xiaofei Wang 0001,"Tianjin University, Tianjin Key Laboratory of Advanced Networking, China",https://dblp.org/pid/36/4847,Victor C. M. Leung,"Shenzhen University, Shenzhen, China"
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,Xu Chen 0004,"Sun Yat-sen University, School of Data and Computer Science, Guangzhou, China",https://dblp.org/pid/58/6576-1,Xiaofei Wang 0001,"Tianjin University, Tianjin Key Laboratory of Advanced Networking, China"
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,Xu Chen 0004,"Sun Yat-sen University, School of Data and Computer Science, Guangzhou, China",https://dblp.org/pid/58/6576-1,Xiaofei Wang 0001,"Tianjin University, Tianjin Key Laboratory of Advanced Networking, China"
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,Xu Chen 0004,"Sun Yat-sen University, School of Data and Computer Science, Guangzhou, China",https://dblp.org/pid/76/440,Dusit Niyato,"Nanyang Technological University, Singapore"
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,Xu Chen 0004,"Sun Yat-sen University, School of Data and Computer Science, Guangzhou, China",https://dblp.org/pid/76/440,Dusit Niyato,"Nanyang Technological University, Singapore"
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,Xu Chen 0004,"Sun Yat-sen University, School of Data and Computer Science, Guangzhou, China",https://dblp.org/pid/36/4847,Victor C. M. Leung,"Shenzhen University, Shenzhen, China"
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,Xu Chen 0004,"Sun Yat-sen University, School of Data and Computer Science, Guangzhou, China",https://dblp.org/pid/36/4847,Victor C. M. Leung,"Shenzhen University, Shenzhen, China"
http://dx.doi.org/10.1007/978-981-15-3380-8_50,https://dblp.org/pid/b/PascalBouvry,Pascal Bouvry,"University of Luxembourg, Luxembourg",https://dblp.org/pid/b/MatthiasRBrust,Matthias R. Brust,University of Luxembourg
https://doi.org/10.1007/978-981-15-3380-8_50,https://dblp.org/pid/b/PascalBouvry,Pascal Bouvry,"University of Luxembourg, Luxembourg",https://dblp.org/pid/b/MatthiasRBrust,Matthias R. Brust,University of Luxembourg
http://dx.doi.org/10.1007/978-981-15-3380-8_50,https://dblp.org/pid/b/PascalBouvry,Pascal Bouvry,"University of Luxembourg, Luxembourg",https://dblp.org/pid/74/3045,El-Ghazali Talbi,"University of Lille 1, France"
https://doi.org/10.1007/978-981-15-3380-8_50,https://dblp.org/pid/b/PascalBouvry,Pascal Bouvry,"University of Luxembourg, Luxembourg",https://dblp.org/pid/74/3045,El-Ghazali Talbi,"University of Lille 1, France"
http://dx.doi.org/10.1007/978-981-15-3380-8_50,https://dblp.org/pid/b/MatthiasRBrust,Matthias R. Brust,University of Luxembourg,https://dblp.org/pid/74/3045,El-Ghazali Talbi,"University of Lille 1, France"
https://doi.org/10.1007/978-981-15-3380-8_50,https://dblp.org/pid/b/MatthiasRBrust,Matthias R. Brust,University of Luxembourg,https://dblp.org/pid/74/3045,El-Ghazali Talbi,"University of Lille 1, France"
http://dx.doi.org/10.18653/v1/2020.acl-main.466,https://dblp.org/pid/95/3291-1,Maosong Sun 0001,"Tsinghua University, Department of Computer Science and Technology, Beijing, China",https://dblp.org/pid/53/3245-1,Zhiyuan Liu 0001,"Tencent Inc, AI Platform Department, Shenzhen, China"
https://doi.org/10.18653/v1/2020.acl-main.466,https://dblp.org/pid/95/3291-1,Maosong Sun 0001,"Tsinghua University, Department of Computer Science and Technology, Beijing, China",https://dblp.org/pid/53/3245-1,Zhiyuan Liu 0001,"Tencent Inc, AI Platform Department, Shenzhen, China"
http://dx.doi.org/10.1007/978-3-030-38752-5_20,https://dblp.org/pid/214/2728,Mohamed Alloghani,"Liverpool John Moores University, UK",https://dblp.org/pid/166/6189,Mohammed Khalaf 0001,"Al-Maarif University College, Ramadi, Iraq"
https://doi.org/10.1007/978-3-030-38752-5_20,https://dblp.org/pid/214/2728,Mohamed Alloghani,"Liverpool John Moores University, UK",https://dblp.org/pid/166/6189,Mohammed Khalaf 0001,"Al-Maarif University College, Ramadi, Iraq"
http://dx.doi.org/10.1109/acsos-c51401.2020.00041,https://dblp.org/pid/75/1461,Ada Diaconescu,"Télécom Paris, CNRS LTCI, France",https://dblp.org/pid/16/3834,Jean-Louis Dessalles,"Telecom Paris, France"
https://doi.org/10.1109/acsos-c51401.2020.00041,https://dblp.org/pid/75/1461,Ada Diaconescu,"Télécom Paris, CNRS LTCI, France",https://dblp.org/pid/16/3834,Jean-Louis Dessalles,"Telecom Paris, France"
http://dx.doi.org/10.1007/978-3-030-44289-7_1,https://dblp.org/pid/h/AboulEllaHassanien,Aboul Ella Hassanien,"Cairo University, Giza, Egypt",https://dblp.org/pid/42/8982,Ashraf Darwish,"Helwan University, Faculty of Science, Scientific Research Group in Egypt, Cairo, Egypt"
https://doi.org/10.1007/978-3-030-44289-7_1,https://dblp.org/pid/h/AboulEllaHassanien,Aboul Ella Hassanien,"Cairo University, Giza, Egypt",https://dblp.org/pid/42/8982,Ashraf Darwish,"Helwan University, Faculty of Science, Scientific Research Group in Egypt, Cairo, Egypt"
