doi,author1,author2
http://dx.doi.org/10.1007/978-3-030-29345-1,https://dblp.org/pid/88/9414,https://dblp.org/pid/14/8124
https://doi.org/10.1007/978-3-030-29345-1,https://dblp.org/pid/88/9414,https://dblp.org/pid/14/8124
http://dx.doi.org/10.1007/978-3-030-33432-1_3,https://dblp.org/pid/56/3697,https://dblp.org/pid/173/6515-3
https://doi.org/10.1007/978-3-030-33432-1_3,https://dblp.org/pid/56/3697,https://dblp.org/pid/173/6515-3
http://dx.doi.org/10.1007/978-3-030-33432-1_3,https://dblp.org/pid/o/UnaMayOReilly,https://dblp.org/pid/173/6515-3
https://doi.org/10.1007/978-3-030-33432-1_3,https://dblp.org/pid/o/UnaMayOReilly,https://dblp.org/pid/173/6515-3
http://dx.doi.org/10.1007/978-3-030-33432-1_3,https://dblp.org/pid/o/UnaMayOReilly,https://dblp.org/pid/56/3697
https://doi.org/10.1007/978-3-030-33432-1_3,https://dblp.org/pid/o/UnaMayOReilly,https://dblp.org/pid/56/3697
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/200/0639,https://dblp.org/pid/195/9170
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/200/0639,https://dblp.org/pid/195/9170
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/66/2054,https://dblp.org/pid/195/9170
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/66/2054,https://dblp.org/pid/195/9170
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/97/2016,https://dblp.org/pid/195/9170
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/97/2016,https://dblp.org/pid/195/9170
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/m/ConstandinosXMavromoustakis,https://dblp.org/pid/195/9170
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/m/ConstandinosXMavromoustakis,https://dblp.org/pid/195/9170
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,https://dblp.org/pid/195/9170
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,https://dblp.org/pid/195/9170
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/66/2054,https://dblp.org/pid/200/0639
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/66/2054,https://dblp.org/pid/200/0639
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/97/2016,https://dblp.org/pid/200/0639
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/97/2016,https://dblp.org/pid/200/0639
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/m/ConstandinosXMavromoustakis,https://dblp.org/pid/200/0639
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/m/ConstandinosXMavromoustakis,https://dblp.org/pid/200/0639
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,https://dblp.org/pid/200/0639
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,https://dblp.org/pid/200/0639
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/97/2016,https://dblp.org/pid/66/2054
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/97/2016,https://dblp.org/pid/66/2054
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/m/ConstandinosXMavromoustakis,https://dblp.org/pid/66/2054
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/m/ConstandinosXMavromoustakis,https://dblp.org/pid/66/2054
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,https://dblp.org/pid/66/2054
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,https://dblp.org/pid/66/2054
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/m/ConstandinosXMavromoustakis,https://dblp.org/pid/97/2016
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/m/ConstandinosXMavromoustakis,https://dblp.org/pid/97/2016
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,https://dblp.org/pid/97/2016
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,https://dblp.org/pid/97/2016
http://dx.doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,https://dblp.org/pid/m/ConstandinosXMavromoustakis
https://doi.org/10.1007/978-3-030-44907-0_12,https://dblp.org/pid/s/BiplabSikdar,https://dblp.org/pid/m/ConstandinosXMavromoustakis
http://dx.doi.org/10.1007/978-3-030-44907-0_15,https://dblp.org/pid/42/4819,https://dblp.org/pid/17/6940
https://doi.org/10.1007/978-3-030-44907-0_15,https://dblp.org/pid/42/4819,https://dblp.org/pid/17/6940
http://dx.doi.org/10.1007/978-3-030-44907-0_15,https://dblp.org/pid/70/2359,https://dblp.org/pid/17/6940
https://doi.org/10.1007/978-3-030-44907-0_15,https://dblp.org/pid/70/2359,https://dblp.org/pid/17/6940
http://dx.doi.org/10.1007/978-3-030-44907-0_15,https://dblp.org/pid/83/2835,https://dblp.org/pid/17/6940
https://doi.org/10.1007/978-3-030-44907-0_15,https://dblp.org/pid/83/2835,https://dblp.org/pid/17/6940
http://dx.doi.org/10.1007/978-3-030-44907-0_15,https://dblp.org/pid/70/2359,https://dblp.org/pid/42/4819
https://doi.org/10.1007/978-3-030-44907-0_15,https://dblp.org/pid/70/2359,https://dblp.org/pid/42/4819
http://dx.doi.org/10.1007/978-3-030-44907-0_15,https://dblp.org/pid/83/2835,https://dblp.org/pid/42/4819
https://doi.org/10.1007/978-3-030-44907-0_15,https://dblp.org/pid/83/2835,https://dblp.org/pid/42/4819
http://dx.doi.org/10.1007/978-3-030-44907-0_15,https://dblp.org/pid/83/2835,https://dblp.org/pid/70/2359
https://doi.org/10.1007/978-3-030-44907-0_15,https://dblp.org/pid/83/2835,https://dblp.org/pid/70/2359
http://dx.doi.org/10.1007/978-3-030-27844-1_8,https://dblp.org/pid/38/6964,https://dblp.org/pid/226/4660
https://doi.org/10.1007/978-3-030-27844-1_8,https://dblp.org/pid/38/6964,https://dblp.org/pid/226/4660
http://dx.doi.org/10.1007/978-3-030-27844-1_8,https://dblp.org/pid/64/11339,https://dblp.org/pid/226/4660
https://doi.org/10.1007/978-3-030-27844-1_8,https://dblp.org/pid/64/11339,https://dblp.org/pid/226/4660
http://dx.doi.org/10.1007/978-3-030-27844-1_8,https://dblp.org/pid/64/11339,https://dblp.org/pid/38/6964
https://doi.org/10.1007/978-3-030-27844-1_8,https://dblp.org/pid/64/11339,https://dblp.org/pid/38/6964
http://dx.doi.org/10.1007/978-3-030-38557-6_7,https://dblp.org/pid/193/8715,https://dblp.org/pid/161/4999
https://doi.org/10.1007/978-3-030-38557-6_7,https://dblp.org/pid/193/8715,https://dblp.org/pid/161/4999
http://dx.doi.org/10.1007/978-3-030-38557-6_7,https://dblp.org/pid/261/5090,https://dblp.org/pid/161/4999
https://doi.org/10.1007/978-3-030-38557-6_7,https://dblp.org/pid/261/5090,https://dblp.org/pid/161/4999
http://dx.doi.org/10.1007/978-3-030-38557-6_7,https://dblp.org/pid/54/8100,https://dblp.org/pid/161/4999
https://doi.org/10.1007/978-3-030-38557-6_7,https://dblp.org/pid/54/8100,https://dblp.org/pid/161/4999
http://dx.doi.org/10.1007/978-3-030-38557-6_7,https://dblp.org/pid/261/5090,https://dblp.org/pid/193/8715
https://doi.org/10.1007/978-3-030-38557-6_7,https://dblp.org/pid/261/5090,https://dblp.org/pid/193/8715
http://dx.doi.org/10.1007/978-3-030-38557-6_7,https://dblp.org/pid/54/8100,https://dblp.org/pid/193/8715
https://doi.org/10.1007/978-3-030-38557-6_7,https://dblp.org/pid/54/8100,https://dblp.org/pid/193/8715
http://dx.doi.org/10.1007/978-3-030-38557-6_7,https://dblp.org/pid/54/8100,https://dblp.org/pid/261/5090
https://doi.org/10.1007/978-3-030-38557-6_7,https://dblp.org/pid/54/8100,https://dblp.org/pid/261/5090
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/178/7430,https://dblp.org/pid/143/6573
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/178/7430,https://dblp.org/pid/143/6573
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/36/4847,https://dblp.org/pid/143/6573
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/36/4847,https://dblp.org/pid/143/6573
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/58/6576-1,https://dblp.org/pid/143/6573
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/58/6576-1,https://dblp.org/pid/143/6573
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/76/440,https://dblp.org/pid/143/6573
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/76/440,https://dblp.org/pid/143/6573
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,https://dblp.org/pid/143/6573
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,https://dblp.org/pid/143/6573
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/36/4847,https://dblp.org/pid/178/7430
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/36/4847,https://dblp.org/pid/178/7430
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/58/6576-1,https://dblp.org/pid/178/7430
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/58/6576-1,https://dblp.org/pid/178/7430
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/76/440,https://dblp.org/pid/178/7430
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/76/440,https://dblp.org/pid/178/7430
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,https://dblp.org/pid/178/7430
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,https://dblp.org/pid/178/7430
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/58/6576-1,https://dblp.org/pid/36/4847
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/58/6576-1,https://dblp.org/pid/36/4847
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/76/440,https://dblp.org/pid/36/4847
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/76/440,https://dblp.org/pid/36/4847
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,https://dblp.org/pid/36/4847
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,https://dblp.org/pid/36/4847
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/76/440,https://dblp.org/pid/58/6576-1
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/76/440,https://dblp.org/pid/58/6576-1
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,https://dblp.org/pid/58/6576-1
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,https://dblp.org/pid/58/6576-1
http://dx.doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,https://dblp.org/pid/76/440
https://doi.org/10.1007/978-981-15-6186-3,https://dblp.org/pid/83/6331-4,https://dblp.org/pid/76/440
http://dx.doi.org/10.1142/11787,https://dblp.org/pid/294/2560,https://dblp.org/pid/288/7659
https://doi.org/10.1142/11787,https://dblp.org/pid/294/2560,https://dblp.org/pid/288/7659
http://dx.doi.org/10.1142/q0255,https://dblp.org/pid/97/2416,https://dblp.org/pid/288/7647
https://doi.org/10.1142/q0255,https://dblp.org/pid/97/2416,https://dblp.org/pid/288/7647
http://dx.doi.org/10.1142/11059,https://dblp.org/pid/185/4143,https://dblp.org/pid/162/3268
https://doi.org/10.1142/11059,https://dblp.org/pid/185/4143,https://dblp.org/pid/162/3268
http://dx.doi.org/10.1007/978-3-030-57602-8_49,https://dblp.org/pid/271/9700,https://dblp.org/pid/271/9691
https://doi.org/10.1007/978-3-030-57602-8_49,https://dblp.org/pid/271/9700,https://dblp.org/pid/271/9691
http://dx.doi.org/10.1007/978-3-030-57602-8_49,https://dblp.org/pid/28/2073,https://dblp.org/pid/271/9691
https://doi.org/10.1007/978-3-030-57602-8_49,https://dblp.org/pid/28/2073,https://dblp.org/pid/271/9691
http://dx.doi.org/10.1007/978-3-030-57602-8_49,https://dblp.org/pid/75/4947,https://dblp.org/pid/271/9691
https://doi.org/10.1007/978-3-030-57602-8_49,https://dblp.org/pid/75/4947,https://dblp.org/pid/271/9691
http://dx.doi.org/10.1007/978-3-030-57602-8_49,https://dblp.org/pid/28/2073,https://dblp.org/pid/271/9700
https://doi.org/10.1007/978-3-030-57602-8_49,https://dblp.org/pid/28/2073,https://dblp.org/pid/271/9700
http://dx.doi.org/10.1007/978-3-030-57602-8_49,https://dblp.org/pid/75/4947,https://dblp.org/pid/271/9700
https://doi.org/10.1007/978-3-030-57602-8_49,https://dblp.org/pid/75/4947,https://dblp.org/pid/271/9700
http://dx.doi.org/10.1007/978-3-030-57602-8_49,https://dblp.org/pid/75/4947,https://dblp.org/pid/28/2073
https://doi.org/10.1007/978-3-030-57602-8_49,https://dblp.org/pid/75/4947,https://dblp.org/pid/28/2073
http://dx.doi.org/10.1007/978-981-15-3380-8_50,https://dblp.org/pid/76/5031,https://dblp.org/pid/74/3045
https://doi.org/10.1007/978-981-15-3380-8_50,https://dblp.org/pid/76/5031,https://dblp.org/pid/74/3045
http://dx.doi.org/10.1007/978-981-15-3380-8_50,https://dblp.org/pid/b/MatthiasRBrust,https://dblp.org/pid/74/3045
https://doi.org/10.1007/978-981-15-3380-8_50,https://dblp.org/pid/b/MatthiasRBrust,https://dblp.org/pid/74/3045
http://dx.doi.org/10.1007/978-981-15-3380-8_50,https://dblp.org/pid/b/PascalBouvry,https://dblp.org/pid/74/3045
https://doi.org/10.1007/978-981-15-3380-8_50,https://dblp.org/pid/b/PascalBouvry,https://dblp.org/pid/74/3045
http://dx.doi.org/10.1007/978-981-15-3380-8_50,https://dblp.org/pid/b/MatthiasRBrust,https://dblp.org/pid/76/5031
