doi,author1,name1,aff1,author2,name2,aff2
http://dx.doi.org/10.23919/date54114.2022.9774755,https://dblp.org/pid/78/11359,Regina Dittmann,"RWTH Aachen University, Germany",https://dblp.org/pid/312/0645,Tobias Ziegler 0005,"RWTH Aachen University, Institute of Materials in Electrical Engineering and Information Technology, Germany"
https://doi.org/10.23919/date54114.2022.9774755,https://dblp.org/pid/78/11359,Regina Dittmann,"RWTH Aachen University, Germany",https://dblp.org/pid/312/0645,Tobias Ziegler 0005,"RWTH Aachen University, Institute of Materials in Electrical Engineering and Information Technology, Germany"
http://dx.doi.org/10.23919/date54114.2022.9774755,https://dblp.org/pid/78/11359,Regina Dittmann,"RWTH Aachen University, Germany",https://dblp.org/pid/182/8787,Melvin Galicia,"RWTH Aachen University, Aachen, Germany"
https://doi.org/10.23919/date54114.2022.9774755,https://dblp.org/pid/78/11359,Regina Dittmann,"RWTH Aachen University, Germany",https://dblp.org/pid/182/8787,Melvin Galicia,"RWTH Aachen University, Aachen, Germany"
http://dx.doi.org/10.23919/date54114.2022.9774755,https://dblp.org/pid/182/8787,Melvin Galicia,"RWTH Aachen University, Aachen, Germany",https://dblp.org/pid/14/6306,Rainer Leupers,"RWTH Aachen University, Germany"
https://doi.org/10.23919/date54114.2022.9774755,https://dblp.org/pid/182/8787,Melvin Galicia,"RWTH Aachen University, Aachen, Germany",https://dblp.org/pid/14/6306,Rainer Leupers,"RWTH Aachen University, Germany"
http://dx.doi.org/10.23919/date54114.2022.9774755,https://dblp.org/pid/312/0645,Tobias Ziegler 0005,"RWTH Aachen University, Institute of Materials in Electrical Engineering and Information Technology, Germany",https://dblp.org/pid/14/6306,Rainer Leupers,"RWTH Aachen University, Germany"
https://doi.org/10.23919/date54114.2022.9774755,https://dblp.org/pid/312/0645,Tobias Ziegler 0005,"RWTH Aachen University, Institute of Materials in Electrical Engineering and Information Technology, Germany",https://dblp.org/pid/14/6306,Rainer Leupers,"RWTH Aachen University, Germany"
http://dx.doi.org/10.1109/dsaa54385.2022.10032417,https://dblp.org/pid/b/BoualemBenatallah,Boualem Benatallah,"University of New South Wales, Sydney, Australia",https://dblp.org/pid/90/10041,Amin Beheshti,"Macquarie University, Sydney, NSW, Australia"
https://doi.org/10.1109/dsaa54385.2022.10032417,https://dblp.org/pid/b/BoualemBenatallah,Boualem Benatallah,"University of New South Wales, Sydney, Australia",https://dblp.org/pid/90/10041,Amin Beheshti,"Macquarie University, Sydney, NSW, Australia"
http://dx.doi.org/10.1109/educon52537.2022.9766550,https://dblp.org/pid/220/4929,Ismaila Temitayo Sanusi,"University of Eastern Finland, Joensuu, Finland",https://dblp.org/pid/175/8591,Solomon Sunday Oyelere,"Luleå University of Technology, Sweden"
https://doi.org/10.1109/educon52537.2022.9766550,https://dblp.org/pid/220/4929,Ismaila Temitayo Sanusi,"University of Eastern Finland, Joensuu, Finland",https://dblp.org/pid/175/8591,Solomon Sunday Oyelere,"Luleå University of Technology, Sweden"
http://dx.doi.org/10.1109/educon52537.2022.9766698,https://dblp.org/pid/42/2356,Panagiotis D. Bamidis,"Aristotle University of Thessaloniki, Greece",https://dblp.org/pid/40/2745,Constantinos S. Pattichis,"University of Cyprus, Nicosia, Cyprus"
https://doi.org/10.1109/educon52537.2022.9766698,https://dblp.org/pid/42/2356,Panagiotis D. Bamidis,"Aristotle University of Thessaloniki, Greece",https://dblp.org/pid/40/2745,Constantinos S. Pattichis,"University of Cyprus, Nicosia, Cyprus"
http://dx.doi.org/10.1109/educon52537.2022.9766698,https://dblp.org/pid/96/5209,Stathis Th. Konstantinidis,"University of Nottingham, School of Health Sciences, UK",https://dblp.org/pid/42/2356,Panagiotis D. Bamidis,"Aristotle University of Thessaloniki, Greece"
https://doi.org/10.1109/educon52537.2022.9766698,https://dblp.org/pid/96/5209,Stathis Th. Konstantinidis,"University of Nottingham, School of Health Sciences, UK",https://dblp.org/pid/42/2356,Panagiotis D. Bamidis,"Aristotle University of Thessaloniki, Greece"
http://dx.doi.org/10.1109/educon52537.2022.9766698,https://dblp.org/pid/96/5209,Stathis Th. Konstantinidis,"University of Nottingham, School of Health Sciences, UK",https://dblp.org/pid/317/9099-2,James Henderson 0002,"University of Nottingham, School of Health Sciences, UK"
https://doi.org/10.1109/educon52537.2022.9766698,https://dblp.org/pid/96/5209,Stathis Th. Konstantinidis,"University of Nottingham, School of Health Sciences, UK",https://dblp.org/pid/317/9099-2,James Henderson 0002,"University of Nottingham, School of Health Sciences, UK"
http://dx.doi.org/10.1109/educon52537.2022.9766698,https://dblp.org/pid/42/2356,Panagiotis D. Bamidis,"Aristotle University of Thessaloniki, Greece",https://dblp.org/pid/317/9099-2,James Henderson 0002,"University of Nottingham, School of Health Sciences, UK"
https://doi.org/10.1109/educon52537.2022.9766698,https://dblp.org/pid/42/2356,Panagiotis D. Bamidis,"Aristotle University of Thessaloniki, Greece",https://dblp.org/pid/317/9099-2,James Henderson 0002,"University of Nottingham, School of Health Sciences, UK"
http://dx.doi.org/10.1109/educon52537.2022.9766698,https://dblp.org/pid/40/2745,Constantinos S. Pattichis,"University of Cyprus, Nicosia, Cyprus",https://dblp.org/pid/317/9099-2,James Henderson 0002,"University of Nottingham, School of Health Sciences, UK"
https://doi.org/10.1109/educon52537.2022.9766698,https://dblp.org/pid/40/2745,Constantinos S. Pattichis,"University of Cyprus, Nicosia, Cyprus",https://dblp.org/pid/317/9099-2,James Henderson 0002,"University of Nottingham, School of Health Sciences, UK"
http://dx.doi.org/10.1109/educon52537.2022.9766698,https://dblp.org/pid/96/5209,Stathis Th. Konstantinidis,"University of Nottingham, School of Health Sciences, UK",https://dblp.org/pid/40/2745,Constantinos S. Pattichis,"University of Cyprus, Nicosia, Cyprus"
https://doi.org/10.1109/educon52537.2022.9766698,https://dblp.org/pid/96/5209,Stathis Th. Konstantinidis,"University of Nottingham, School of Health Sciences, UK",https://dblp.org/pid/40/2745,Constantinos S. Pattichis,"University of Cyprus, Nicosia, Cyprus"
http://dx.doi.org/10.1109/educon52537.2022.9766818,https://dblp.org/pid/220/4929,Ismaila Temitayo Sanusi,"University of Eastern Finland, Joensuu, Finland",https://dblp.org/pid/220/4853,Sunday Adewale Olaleye,"University of Oulu, Finland"
https://doi.org/10.1109/educon52537.2022.9766818,https://dblp.org/pid/220/4929,Ismaila Temitayo Sanusi,"University of Eastern Finland, Joensuu, Finland",https://dblp.org/pid/220/4853,Sunday Adewale Olaleye,"University of Oulu, Finland"
http://dx.doi.org/10.3233/faia210475,https://dblp.org/pid/t/BernhardThalheim,Bernhard Thalheim,"University of Kiel, Germany",https://dblp.org/pid/77/5221,Hannu Jaakkola,"Tampere University of Technology, Finland"
https://doi.org/10.3233/faia210475,https://dblp.org/pid/t/BernhardThalheim,Bernhard Thalheim,"University of Kiel, Germany",https://dblp.org/pid/77/5221,Hannu Jaakkola,"Tampere University of Technology, Finland"
http://dx.doi.org/10.1007/978-3-031-17995-2_30,https://dblp.org/pid/57/7352,Alejandro Maté,"University of Alicante, Spain",https://dblp.org/pid/315/1903,Jorge García-Carrasco,"University of Alicante, Software and Computing Systems, Alicante, Spain"
https://doi.org/10.1007/978-3-031-17995-2_30,https://dblp.org/pid/57/7352,Alejandro Maté,"University of Alicante, Spain",https://dblp.org/pid/315/1903,Jorge García-Carrasco,"University of Alicante, Software and Computing Systems, Alicante, Spain"
http://dx.doi.org/10.1007/978-3-031-17995-2_30,https://dblp.org/pid/57/7352,Alejandro Maté,"University of Alicante, Spain",https://dblp.org/pid/50/2311,Juan Trujillo 0001,"University of Alicante, Spain"
https://doi.org/10.1007/978-3-031-17995-2_30,https://dblp.org/pid/57/7352,Alejandro Maté,"University of Alicante, Spain",https://dblp.org/pid/50/2311,Juan Trujillo 0001,"University of Alicante, Spain"
http://dx.doi.org/10.1007/978-3-031-17995-2_30,https://dblp.org/pid/50/2311,Juan Trujillo 0001,"University of Alicante, Spain",https://dblp.org/pid/315/1903,Jorge García-Carrasco,"University of Alicante, Software and Computing Systems, Alicante, Spain"
https://doi.org/10.1007/978-3-031-17995-2_30,https://dblp.org/pid/50/2311,Juan Trujillo 0001,"University of Alicante, Spain",https://dblp.org/pid/315/1903,Jorge García-Carrasco,"University of Alicante, Software and Computing Systems, Alicante, Spain"
http://dx.doi.org/10.14236/ewic/eva2022.1,https://dblp.org/pid/s/CarlHSmith,Carl H. Smith,"University of Maryland, College Park, USA",https://dblp.org/pid/b/JonathanPBowen,Jonathan P. Bowen,"London South Bank University, School of Engineering, UK"
https://doi.org/10.14236/ewic/eva2022.1,https://dblp.org/pid/s/CarlHSmith,Carl H. Smith,"University of Maryland, College Park, USA",https://dblp.org/pid/b/JonathanPBowen,Jonathan P. Bowen,"London South Bank University, School of Engineering, UK"
http://dx.doi.org/10.14236/ewic/eva2022.1,https://dblp.org/pid/b/JonathanPBowen,Jonathan P. Bowen,"London South Bank University, School of Engineering, UK",https://dblp.org/pid/168/1551,Tula Giannini,"Pratt Institute - Manhattan Campus, New York, NY, USA"
https://doi.org/10.14236/ewic/eva2022.1,https://dblp.org/pid/b/JonathanPBowen,Jonathan P. Bowen,"London South Bank University, School of Engineering, UK",https://dblp.org/pid/168/1551,Tula Giannini,"Pratt Institute - Manhattan Campus, New York, NY, USA"
http://dx.doi.org/10.14236/ewic/eva2022.1,https://dblp.org/pid/s/CarlHSmith,Carl H. Smith,"University of Maryland, College Park, USA",https://dblp.org/pid/168/1551,Tula Giannini,"Pratt Institute - Manhattan Campus, New York, NY, USA"
https://doi.org/10.14236/ewic/eva2022.1,https://dblp.org/pid/s/CarlHSmith,Carl H. Smith,"University of Maryland, College Park, USA",https://dblp.org/pid/168/1551,Tula Giannini,"Pratt Institute - Manhattan Campus, New York, NY, USA"
http://dx.doi.org/10.1109/fit57066.2022.00034,https://dblp.org/pid/44/9567,Muhammad Asif Habib,"National Textile University, Faisalabad, Pakistan",https://dblp.org/pid/120/8752,Mudassar Ahmad 0001,"National Textile University, Faisalabad, Pakistan"
https://doi.org/10.1109/fit57066.2022.00034,https://dblp.org/pid/44/9567,Muhammad Asif Habib,"National Textile University, Faisalabad, Pakistan",https://dblp.org/pid/120/8752,Mudassar Ahmad 0001,"National Textile University, Faisalabad, Pakistan"
http://dx.doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/80/10014,M. Shamim Kaiser,"Jahangirnagar University, Institute of Information Technology, Dhaka, Bangladesh",https://dblp.org/pid/20/10612,Mufti Mahmud,"University of Padova, Italy"
https://doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/80/10014,M. Shamim Kaiser,"Jahangirnagar University, Institute of Information Technology, Dhaka, Bangladesh",https://dblp.org/pid/20/10612,Mufti Mahmud,"University of Padova, Italy"
http://dx.doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/20/10612,Mufti Mahmud,"University of Padova, Italy",https://dblp.org/pid/12/1509-1,David J. Brown 0001,"Nottingham Trent University, UK"
https://doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/20/10612,Mufti Mahmud,"University of Padova, Italy",https://dblp.org/pid/12/1509-1,David J. Brown 0001,"Nottingham Trent University, UK"
http://dx.doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/26/10553,Andrew M. Burton,"Nottingham Trent University, UK",https://dblp.org/pid/20/10612,Mufti Mahmud,"University of Padova, Italy"
https://doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/26/10553,Andrew M. Burton,"Nottingham Trent University, UK",https://dblp.org/pid/20/10612,Mufti Mahmud,"University of Padova, Italy"
http://dx.doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/80/10014,M. Shamim Kaiser,"Jahangirnagar University, Institute of Information Technology, Dhaka, Bangladesh",https://dblp.org/pid/139/3096,Thomas Hughes-Roberts,"Liverpool John Moores University, UK"
https://doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/80/10014,M. Shamim Kaiser,"Jahangirnagar University, Institute of Information Technology, Dhaka, Bangladesh",https://dblp.org/pid/139/3096,Thomas Hughes-Roberts,"Liverpool John Moores University, UK"
http://dx.doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/80/10014,M. Shamim Kaiser,"Jahangirnagar University, Institute of Information Technology, Dhaka, Bangladesh",https://dblp.org/pid/12/1509-1,David J. Brown 0001,"Nottingham Trent University, UK"
https://doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/80/10014,M. Shamim Kaiser,"Jahangirnagar University, Institute of Information Technology, Dhaka, Bangladesh",https://dblp.org/pid/12/1509-1,David J. Brown 0001,"Nottingham Trent University, UK"
http://dx.doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/139/3096,Thomas Hughes-Roberts,"Liverpool John Moores University, UK",https://dblp.org/pid/12/1509-1,David J. Brown 0001,"Nottingham Trent University, UK"
https://doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/139/3096,Thomas Hughes-Roberts,"Liverpool John Moores University, UK",https://dblp.org/pid/12/1509-1,David J. Brown 0001,"Nottingham Trent University, UK"
http://dx.doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/26/10553,Andrew M. Burton,"Nottingham Trent University, UK",https://dblp.org/pid/139/3096,Thomas Hughes-Roberts,"Liverpool John Moores University, UK"
https://doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/26/10553,Andrew M. Burton,"Nottingham Trent University, UK",https://dblp.org/pid/139/3096,Thomas Hughes-Roberts,"Liverpool John Moores University, UK"
http://dx.doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/20/10612,Mufti Mahmud,"University of Padova, Italy",https://dblp.org/pid/139/3096,Thomas Hughes-Roberts,"Liverpool John Moores University, UK"
https://doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/20/10612,Mufti Mahmud,"University of Padova, Italy",https://dblp.org/pid/139/3096,Thomas Hughes-Roberts,"Liverpool John Moores University, UK"
http://dx.doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/26/10553,Andrew M. Burton,"Nottingham Trent University, UK",https://dblp.org/pid/12/1509-1,David J. Brown 0001,"Nottingham Trent University, UK"
https://doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/26/10553,Andrew M. Burton,"Nottingham Trent University, UK",https://dblp.org/pid/12/1509-1,David J. Brown 0001,"Nottingham Trent University, UK"
http://dx.doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/80/10014,M. Shamim Kaiser,"Jahangirnagar University, Institute of Information Technology, Dhaka, Bangladesh",https://dblp.org/pid/26/10553,Andrew M. Burton,"Nottingham Trent University, UK"
https://doi.org/10.1007/978-3-031-05039-8_26,https://dblp.org/pid/80/10014,M. Shamim Kaiser,"Jahangirnagar University, Institute of Information Technology, Dhaka, Bangladesh",https://dblp.org/pid/26/10553,Andrew M. Burton,"Nottingham Trent University, UK"
http://dx.doi.org/10.1007/978-3-031-21707-4_40,https://dblp.org/pid/n/FionaFuiHoonNah,Fiona Fui-Hoon Nah,"Missouri University of Science and Technology, Rolla, MO, USA",https://dblp.org/pid/23/4086,Wei T. Yue,"City University of Hong Kong, Department of Information Systems, Hong Kong"
https://doi.org/10.1007/978-3-031-21707-4_40,https://dblp.org/pid/n/FionaFuiHoonNah,Fiona Fui-Hoon Nah,"Missouri University of Science and Technology, Rolla, MO, USA",https://dblp.org/pid/23/4086,Wei T. Yue,"City University of Hong Kong, Department of Information Systems, Hong Kong"
http://dx.doi.org/10.1007/978-3-031-21707-4_40,https://dblp.org/pid/s/KengSiau,Keng Siau,"City University of Hong Kong, Department of Information Systems, Hong Kong",https://dblp.org/pid/23/4086,Wei T. Yue,"City University of Hong Kong, Department of Information Systems, Hong Kong"
https://doi.org/10.1007/978-3-031-21707-4_40,https://dblp.org/pid/s/KengSiau,Keng Siau,"City University of Hong Kong, Department of Information Systems, Hong Kong",https://dblp.org/pid/23/4086,Wei T. Yue,"City University of Hong Kong, Department of Information Systems, Hong Kong"
http://dx.doi.org/10.1007/978-3-031-21707-4_40,https://dblp.org/pid/s/KengSiau,Keng Siau,"City University of Hong Kong, Department of Information Systems, Hong Kong",https://dblp.org/pid/n/FionaFuiHoonNah,Fiona Fui-Hoon Nah,"Missouri University of Science and Technology, Rolla, MO, USA"
https://doi.org/10.1007/978-3-031-21707-4_40,https://dblp.org/pid/s/KengSiau,Keng Siau,"City University of Hong Kong, Department of Information Systems, Hong Kong",https://dblp.org/pid/n/FionaFuiHoonNah,Fiona Fui-Hoon Nah,"Missouri University of Science and Technology, Rolla, MO, USA"
http://dx.doi.org/10.1109/hsi55341.2022.9869454,https://dblp.org/pid/a/LDAlahakoon,Damminda Alahakoon,"Monash University, Melbourne, Australia",https://dblp.org/pid/59/9716,Richard Skarbez,"La Trobe University, Department of Computer Science and Information Technology, Melbourne Australia"
https://doi.org/10.1109/hsi55341.2022.9869454,https://dblp.org/pid/a/LDAlahakoon,Damminda Alahakoon,"Monash University, Melbourne, Australia",https://dblp.org/pid/59/9716,Richard Skarbez,"La Trobe University, Department of Computer Science and Information Technology, Melbourne Australia"
http://dx.doi.org/10.1109/hsi55341.2022.9869484,https://dblp.org/pid/p/AmalPerera,Amal Perera,"University of Moratuwa, Sri Lanka",https://dblp.org/pid/a/LDAlahakoon,Damminda Alahakoon,"Monash University, Melbourne, Australia"
https://doi.org/10.1109/hsi55341.2022.9869484,https://dblp.org/pid/p/AmalPerera,Amal Perera,"University of Moratuwa, Sri Lanka",https://dblp.org/pid/a/LDAlahakoon,Damminda Alahakoon,"Monash University, Melbourne, Australia"
http://dx.doi.org/10.1109/icccnt54827.2022.9984278,https://dblp.org/pid/78/8036,G. Murugesan 0001,"Kongu Engineering College, Perundurai, Erode, India",https://dblp.org/pid/33/11085-1,S. Maheswaran 0001,"Kongu Engineering College, Perundurai, India"
https://doi.org/10.1109/icccnt54827.2022.9984278,https://dblp.org/pid/78/8036,G. Murugesan 0001,"Kongu Engineering College, Perundurai, Erode, India",https://dblp.org/pid/33/11085-1,S. Maheswaran 0001,"Kongu Engineering College, Perundurai, India"
http://dx.doi.org/10.1007/978-3-031-10522-7_29,https://dblp.org/pid/45/8485,Leonardo A. F. Mendoza,"Pontifical Catholic University of Rio de Janeiro, Electrical Engineering Department, Brazil",https://dblp.org/pid/170/3704,Pedro Achanccaray Diaz,"Pontifical Catholic University of Rio de Janeiro, Brazil"
https://doi.org/10.1007/978-3-031-10522-7_29,https://dblp.org/pid/45/8485,Leonardo A. F. Mendoza,"Pontifical Catholic University of Rio de Janeiro, Electrical Engineering Department, Brazil",https://dblp.org/pid/170/3704,Pedro Achanccaray Diaz,"Pontifical Catholic University of Rio de Janeiro, Brazil"
http://dx.doi.org/10.1109/csp55486.2022.00024,https://dblp.org/pid/65/428,Shuangbao Wang 0001,"Morgan State University, Department of Computer Science, Baltimore, MD, USA",https://dblp.org/pid/327/2911,Ketchiozo Wandji,"Morgan State University, Department of Electronic Computer Engineering, Baltimore, MD, USA"
https://doi.org/10.1109/csp55486.2022.00024,https://dblp.org/pid/65/428,Shuangbao Wang 0001,"Morgan State University, Department of Computer Science, Baltimore, MD, USA",https://dblp.org/pid/327/2911,Ketchiozo Wandji,"Morgan State University, Department of Electronic Computer Engineering, Baltimore, MD, USA"
http://dx.doi.org/10.1007/978-3-031-04083-2_1,https://dblp.org/pid/m/KRMuller,Klaus-Robert Müller,"Technical University of Berlin, Germany",https://dblp.org/pid/h/AndreasHolzinger,Andreas Holzinger,"University of Natural Resources and Life Sciences Vienna, Austria"
https://doi.org/10.1007/978-3-031-04083-2_1,https://dblp.org/pid/m/KRMuller,Klaus-Robert Müller,"Technical University of Berlin, Germany",https://dblp.org/pid/h/AndreasHolzinger,Andreas Holzinger,"University of Natural Resources and Life Sciences Vienna, Austria"
http://dx.doi.org/10.1007/978-3-031-04083-2_1,https://dblp.org/pid/h/AndreasHolzinger,Andreas Holzinger,"University of Natural Resources and Life Sciences Vienna, Austria",https://dblp.org/pid/g/RandyGoebel,Randy Goebel,"University of Alberta, Edmonton, Canada"
